order_id,customer_id,order_date,order_status,payment_method
52941,10,2026-02-09,Pending,UPI
53431,206,27/11/2024,Pending,UPI
50014,125,2024-06-13,Delivered,UPI
53077,404,22-04-2026,Delivered,Credit Card
57064,227,2024-04-25,Delivered,UPI
56723,364,2024-04-28,Delivered,Debit Card
51891,181,16-10-2024,Delivered,
51759,365,2026-01-03,PENDING,UPI
57645,387,2024-06-04,Delivered,
55742,132,2026-01-21,Delivered,upi
57367,244,2026-04-19,Delivered,UPI
53944,624,2025-06-19,Delivered,Net Banking
52151,57,2025-02-03,Delivered,UPI
57069,332,23/02/2026,Delivered,UPI
54390,418,22/03/2024,Delivered,UPI
57653,239,25/07/2026,pending,Debit Card
52180,119,2026-08-30,Delivered,UPI
54685,127,08/11/2025,Delivered,UPI
57554,907,21/05/2025,Delivered,COD
56270,266,2025-07-26,Delivered,UPI
55110,932,2025-05-07,Delivered,Net Banking
50889,93,2024-10-29,Delivered,UPI
50951,111,30-09-2025,Delivered,Debit Card
50806,954,15/04/2025,Delivered,credit card
56536,232,29/07/2024,Delivered,Net Banking
55255,16,21/01/2024,Delivered,cod
56221,35,2025-03-02,Delivered,UPI
52930,67,01/04/2026,Delivered,UPI
57559,435,2025-07-25,CANCELLED,UPI
53186,232,01/02/2025,Delivered,Debit Card
51941,123,2026-05-16,Cancelled,Debit Card
54750,941,03/06/2026,,COD
51665,130,08/06/2026,Delivered,Credit Card
56931,371,11-11-2025,Delivered,Credit Card
50653,67,27/02/2026,Delivered,COD
53606,309,08-01-2026,Delivered,Debit Card
56791,106,2025-09-11,Delivered,COD
56576,20,22/04/2025,DELIVERED,COD
54027,79,2024-05-19,Delivered,COD
55845,10,21-02-2026,Delivered,Debit Card
52555,267,2024-11-03,Delivered,Net Banking
57263,93,2026-01-09,Returned,UPI
52557,1068,26-10-2025,Delivered,UPI
55058,283,2026-01-17,Pending,UPI
53745,349,07-07-2025,Delivered,Credit Card
56720,989,2025-10-14,Delivered,UPI
57572,679,30/08/2024,Delivered,UPI
50510,229,2024-01-07,delivered,COD
54141,846,2025-05-17,Delivered,Net Banking
56257,280,14-04-2025,Delivered,Debit Card
55480,363,18/04/2024,Cancelled,UPI
51901,50,04/08/2025,Delivered,Net Banking
54887,129,23/09/2025,Delivered,Credit Card
51442,1023,12-02-2024,Delivered,Net Banking
54228,1034,2024-06-12,Delivered,COD
57552,70,2024-12-15,Cancelled,upi
50091,185,2024-05-21,Delivered,Credit Card
53152,473,2024-01-28,Delivered,UPI
53597,444,2024-05-16,Delivered,Debit Card
53639,347,2024-11-10,Delivered,UPI
50667,287,01-03-2025,Delivered,Credit Card
50501,1040,26-05-2026,delivered,Net Banking
51432,206,2024-04-08,Delivered,Debit Card
52153,72,2026-04-27,Pending,Credit Card
51845,873,04/05/2026,Delivered,Debit Card
56099,259,06-02-2026,Delivered,UPI
56671,86,29-05-2025,delivered,UPI
50567,739,2024-11-11,Delivered,Credit Card
50326,110,2025-10-22,Delivered,Credit Card
55121,175,22/06/2025,Delivered,Credit Card
56073,111,2026-04-29,Delivered,COD
50753,32,27-11-2024,Returned,credit card
54930,312,19/04/2024,Delivered,Credit Card
56343,116,2025-10-28,Delivered,Credit Card
50472,1069,2025-05-10,Cancelled,Debit Card
56307,29,27-09-2024,Delivered,Credit Card
55890,1027,23/04/2026,Delivered,Credit Card
50249,266,27-12-2025,Delivered,Credit Card
55271,25,24-05-2025,DELIVERED,
54076,115,2024-11-02,Delivered,Debit Card
53264,487,2026-03-20,Delivered,net banking
51245,38,25/08/2026,Delivered,Debit Card
50607,191,28/05/2025,Delivered,debit card
53091,100,11/08/2025,Delivered,UPI
55713,113,2024-11-13,Cancelled,Credit Card
54430,184,2026-04-08,DELIVERED,UPI
53533,165,05-11-2025,Delivered,Net Banking
53546,105,15-03-2026,Delivered,COD
55717,412,21/04/2025,Delivered,UPI
55663,179,08-05-2026,Delivered,Upi
50683,1076,2025-09-09,DELIVERED,credit card
53753,114,22-11-2024,Pending,UPI
53296,16,2024-04-29,Delivered,UPI
56753,49,20-09-2024,Cancelled,Net Banking
56072,556,10/12/2024,Pending,Debit Card
56066,65,2025-06-17,Returned,UPI
50838,71,2025-03-14,,UPI
57171,236,2024-09-29,Delivered,Net Banking
54270,214,18/07/2025,delivered,COD
55947,129,25/05/2026,Delivered,UPI
50142,387,24/07/2026,Returned,UPI
51046,270,2026-01-05,Delivered,UPI
51540,294,2024-06-19,Pending,COD
50507,66,2026-02-25,Delivered,UPI
53833,39,2025-04-15,delivered,UPI
51835,5,13-10-2024,Delivered,UPI
54428,668,28/02/2026,Cancelled,Net Banking
56989,220,18/01/2025,Delivered,Debit Card
50880,723,14-02-2026,Cancelled,Debit Card
57592,268,10/07/2025,Delivered,COD
50444,23,2024-04-05,Delivered,UPI
51280,1036,01/08/2025,Delivered,Debit Card
50491,48,2025-04-17,Delivered,COD
53808,981,05/08/2024,Delivered,Debit Card
56954,697,31-01-2026,Delivered,UPI
57210,731,01/10/2024,Delivered,Credit Card
51175,86,08/02/2026,Delivered,COD
50071,255,26-10-2024,DELIVERED,upi
54380,127,2024-01-27,Delivered,UPI
57262,18,10/01/2025,Cancelled,Credit Card
53709,638,2025-09-26,Delivered,Credit Card
56980,14,12/07/2024,Delivered,COD
54508,292,12/02/2025,Delivered,cod
51178,37,2026-07-14,Delivered,UPI
53008,53,01/03/2024,Delivered,Upi
55808,702,08/10/2024,Delivered,Net Banking
50319,92,2025-08-22,Pending,Credit Card
54539,279,17/01/2025,Cancelled,cod
53241,254,2026-05-20,Delivered,Credit Card
53177,97,2025-04-20,Delivered,Net Banking
54182,293,2025-02-15,DELIVERED,Net Banking
55759,461,2026-07-02,DELIVERED,Upi
56551,266,05-06-2024,,Credit Card
51611,93,01-10-2025,Cancelled,UPI
57254,342,2024-04-20,Delivered,NET BANKING
56876,49,11-05-2025,Delivered,UPI
55861,55,2026-05-01,Delivered,Net Banking
50831,6,2024-05-16,Delivered,credit card
56596,454,15/12/2025,,UPI
51080,191,2026-08-27,Delivered,UPI
55842,300,2024-11-23,Delivered,Credit Card
54041,490,2024-05-20,Delivered,UPI
51542,608,2026-05-01,Cancelled,UPI
55669,102,2025-11-07,Pending,Credit Card
50447,646,13-06-2024,Delivered,Debit Card
52965,78,02/06/2025,DELIVERED,UPI
50359,201,16-05-2025,Delivered,Net Banking
50714,152,2026-01-01,Delivered,Credit Card
53050,163,2025-08-24,Delivered,Debit Card
52375,358,07/05/2024,Delivered,COD
55178,110,27/02/2026,Delivered,UPI
52392,148,15/03/2026,Delivered,UPI
54356,133,24/10/2024,Delivered,Debit Card
55591,63,2026-08-24,Returned,Credit Card
51005,48,25/02/2024,Delivered,COD
52004,1,2025-06-10,Pending,COD
50368,398,2024-02-12,Delivered,UPI
51474,83,19-09-2024,Delivered,Upi
52431,458,2025-08-28,Delivered,UPI
52229,515,31-05-2026,Pending,Credit Card
50713,25,25/04/2026,Returned,Credit Card
53932,742,26/07/2026,Returned,Credit Card
50898,200,17-03-2026,Cancelled,COD
57383,404,2025-10-01,Delivered,UPI
55643,1062,13/04/2025,Delivered,Debit Card
56150,40,2024-02-15,Cancelled,Debit Card
52559,132,2024-11-24,Delivered,UPI
50303,81,2024-07-17,Cancelled,
51644,671,14/06/2024,Delivered,Credit Card
52988,8,30-06-2024,Returned,UPI
54805,901,08-01-2026,Delivered,UPI
55028,389,31/08/2024,Pending,UPI
51238,419,2024-09-20,delivered,Net Banking
54072,46,2025-11-10,Pending,credit card
56731,84,2025-01-05,Returned,UPI
54284,38,08-09-2025,Cancelled,COD
57743,243,13-09-2024,Delivered,Credit Card
55973,246,2026-07-07,,Debit Card
51151,471,2025-01-12,Delivered,Credit Card
55376,429,2024-10-07,Delivered,UPI
53099,1072,13/07/2024,Cancelled,UPI
54265,417,2024-10-04,Delivered,NET BANKING
52657,511,17-11-2025,Delivered,Net Banking
50594,91,2026-02-18,Delivered,UPI
55408,327,06/03/2026,DELIVERED,Debit Card
57209,183,21/12/2025,Delivered,UPI
57513,938,29-04-2024,Pending,Credit Card
50563,2,2024-03-09,Delivered,Debit Card
51777,811,17/06/2025,Delivered,COD
56241,976,03-01-2025,Returned,Debit Card
51776,617,22/09/2025,Delivered,UPI
54073,328,2026-01-18,Cancelled,UPI
52836,117,19/04/2024,Delivered,UPI
51130,679,2025-01-15,Delivered,Credit Card
51327,107,27-01-2025,delivered,UPI
50017,54,20/12/2024,delivered,UPI
57463,138,21/03/2025,Delivered,Net Banking
55142,76,30-08-2025,Delivered,
53924,563,2024-09-18,Delivered,Debit Card
50304,571,07-10-2024,Delivered,Net Banking
52837,417,29-01-2025,delivered,COD
50219,804,29-03-2025,Delivered,UPI
51732,97,11/12/2025,DELIVERED,Credit Card
54240,660,2026-04-11,Delivered,Credit Card
56552,138,25/01/2024,Delivered,UPI
50316,453,25-07-2024,Delivered,Credit Card
56483,18,21/05/2025,Delivered,UPI
52743,949,20-11-2025,Delivered,UPI
53671,988,06-08-2025,Cancelled,UPI
55478,949,2025-01-20,Delivered,UPI
56961,586,2024-09-01,Delivered,Credit Card
54497,34,2026-08-01,Delivered,credit card
56736,852,2024-04-18,Delivered,Credit Card
57870,1006,02/06/2024,Pending,Net Banking
53317,67,2024-04-08,Delivered,UPI
54044,883,04/09/2024,Delivered,UPI
51121,419,20-06-2024,Delivered,UPI
56507,155,2024-02-01,Cancelled,UPI
50003,643,06/09/2025,Delivered,cod
56276,356,2024-08-29,Delivered,Net Banking
53372,673,18/06/2026,Delivered,upi
53406,362,10/11/2024,Pending,Credit Card
57154,1008,2024-09-26,delivered,COD
56404,912,2025-03-08,Delivered,Credit Card
54287,54,2025-09-21,Delivered,Credit Card
55738,167,11/01/2025,Delivered,Debit Card
55346,570,2025-06-29,Delivered,UPI
55818,814,2025-08-06,Delivered,UPI
57465,745,2025-06-07,Delivered,
56175,567,11-05-2026,Delivered,UPI
52931,650,31/12/2024,Delivered,Net Banking
57905,49,14/01/2026,Delivered,COD
51379,124,13/03/2025,Delivered,UPI
52694,131,05/08/2026,Delivered,UPI
50174,306,2026-06-30,Delivered,UPI
57959,680,06-03-2026,Delivered,UPI
52337,322,22/04/2025,Pending,UPI
50222,722,20/08/2025,Delivered,COD
55194,250,13-05-2024,Cancelled,credit card
57170,644,2025-08-04,Delivered,
55104,995,2024-10-05,Delivered,Credit Card
50464,8,2024-06-06,Delivered,Debit Card
56654,398,05/04/2026,Delivered,COD
57621,779,2025-07-29,Delivered,Debit Card
54602,966,14-12-2024,Pending,COD
54447,97,13-01-2026,Cancelled,Debit Card
56786,473,01-02-2026,Delivered,UPI
52045,511,2025-08-18,Cancelled,UPI
53344,181,10/08/2024,Delivered,UPI
50266,291,2026-06-23,Delivered,COD
51943,320,2024-03-28,Delivered,UPI
52261,1044,26-07-2024,Pending,UPI
53240,434,23-02-2024,Pending,Debit Card
56300,92,2025-03-24,Delivered,Debit Card
54113,706,02/04/2024,Cancelled,COD
56913,181,25/10/2024,Cancelled,Credit Card
56320,555,30/05/2024,Delivered,UPI
50346,14,15-01-2024,Delivered,UPI
53367,353,11-01-2026,Delivered,UPI
51255,36,03-07-2026,Delivered,Net Banking
54888,69,06-05-2026,Delivered,UPI
57047,52,2025-09-10,Cancelled,UPI
55055,437,23/10/2024,Delivered,Net Banking
57617,17,2024-04-22,Delivered,UPI
56366,307,2026-02-27,DELIVERED,NET BANKING
57268,974,19/08/2026,Pending,Debit Card
52322,529,2024-01-25,Delivered,UPI
52213,209,2024-08-12,Delivered,Debit Card
50478,666,05/05/2024,Delivered,UPI
50235,925,2025-11-18,Delivered,UPI
56712,97,2024-05-12,delivered,COD
50209,1013,24-06-2024,Pending,Debit Card
56272,1006,22-08-2026,Delivered,Net Banking
55201,734,10/11/2024,Delivered,Credit Card
52712,402,13/05/2024,Cancelled,Credit Card
57793,820,2024-05-30,Delivered,UPI
52587,331,2025-05-22,Cancelled,UPI
51555,118,2024-06-04,delivered,CREDIT CARD
54081,589,28-07-2024,Delivered,DEBIT CARD
53685,528,13-09-2025,Delivered,Net Banking
50534,369,2026-06-08,cancelled,upi
52636,213,06/04/2024,Delivered,Credit Card
52951,276,04/06/2024,Pending,Net Banking
53430,83,07/07/2024,Pending,COD
56086,304,2024-10-19,DELIVERED,UPI
52048,78,16/02/2026,delivered,CREDIT CARD
57727,804,2025-04-18,Delivered,Net Banking
52464,674,04-01-2025,Returned,Debit Card
51898,469,2024-12-16,Delivered,Debit Card
54097,427,2024-02-12,DELIVERED,Net Banking
55241,435,2024-08-18,Delivered,UPI
50320,552,2024-12-13,Delivered,UPI
51241,25,2024-05-26,Delivered,Credit Card
53758,385,2026-04-22,Delivered,UPI
52728,392,26/12/2024,Delivered,UPI
52066,150,18/04/2026,Delivered,UPI
52615,696,2024-12-25,Delivered,Net Banking
52135,771,2026-05-20,delivered,COD
55341,859,24/05/2026,Delivered,Upi
56790,883,07/07/2025,Delivered,Credit Card
51305,121,15/03/2026,Delivered,UPI
53618,18,12-02-2025,Delivered,UPI
52469,193,2024-02-02,Delivered,UPI
55882,151,2025-03-05,Pending,Debit Card
54907,711,13-06-2025,Delivered,Net Banking
57363,119,2024-10-16,Delivered,UPI
56397,916,08/02/2024,Delivered,Credit Card
57351,318,2024-02-18,Delivered,net banking
54296,243,14-06-2025,Delivered,Debit Card
53987,105,10/03/2024,Pending,Credit Card
54677,133,2024-01-21,Delivered,Debit Card
56549,595,2025-10-02,Returned,Debit Card
55664,84,2024-04-08,Delivered,Credit Card
56965,235,2025-06-28,Delivered,Debit Card
57454,639,2024-07-01,Delivered,UPI
55945,70,2026-08-15,Delivered,Debit Card
50498,22,2024-01-18,DELIVERED,COD
56389,18,2025-07-03,Delivered,upi
51972,111,12-08-2025,DELIVERED,Credit Card
57422,47,25-12-2025,DELIVERED,Credit Card
54146,1029,2026-07-02,DELIVERED,UPI
56111,174,13/05/2025,Delivered,UPI
50348,957,08-02-2025,Delivered,UPI
53444,1067,2025-12-26,Pending,Credit Card
53843,433,2024-12-23,Cancelled,Credit Card
54765,446,19/09/2025,Delivered,Credit Card
53216,385,31/07/2024,Delivered,COD
52545,450,2025-11-01,Returned,UPI
56872,658,15-06-2024,Pending,Net Banking
52286,717,2025-07-03,Delivered,UPI
55267,341,06-05-2024,Delivered,UPI
55793,1052,01-07-2026,Delivered,Debit Card
56618,50,2024-11-06,Delivered,Credit Card
50793,270,13-07-2025,Delivered,Debit Card
56418,1020,2026-06-18,Delivered,UPI
50640,598,20/01/2026,Delivered,UPI
57758,22,22/12/2024,Cancelled,COD
50823,614,2025-06-20,Delivered,UPI
53136,89,2025-01-08,Delivered,UPI
50102,109,24/01/2025,delivered,COD
55850,755,04/12/2024,Delivered,Credit Card
56335,9,2024-04-11,Pending,Credit Card
57972,305,30-07-2025,Delivered,DEBIT CARD
56415,208,26-12-2025,Delivered,UPI
56828,17,26/07/2025,Delivered,UPI
52829,858,12-03-2025,Delivered,UPI
56673,279,2025-01-08,Delivered,UPI
50270,53,2024-04-18,Cancelled,Debit Card
50309,699,15/08/2026,Delivered,UPI
53579,302,2026-06-22,Delivered,Debit Card
57677,51,2024-03-08,Delivered,UPI
52660,103,20-07-2026,Delivered,UPI
53896,899,2025-09-21,Delivered,COD
51682,968,15/10/2025,Delivered,upi
51099,2,17/05/2025,Delivered,Credit Card
56174,154,2026-08-31,Delivered,UPI
50139,505,26-06-2024,Cancelled,Net Banking
50887,737,09-08-2024,Delivered,Credit Card
50736,33,18/05/2024,Cancelled,UPI
54005,23,2025-04-17,Delivered,UPI
55481,142,2024-04-08,Delivered,Credit Card
56478,132,2026-06-08,Returned,UPI
56378,314,10/12/2025,Delivered,UPI
50711,1066,28/02/2026,Delivered,COD
53448,982,25/06/2024,Pending,UPI
56775,22,08/12/2025,Delivered,cod
50700,1038,20-09-2025,Delivered,debit card
55614,42,2026-06-17,Delivered,UPI
54935,456,2025-06-30,Delivered,UPI
53092,67,2026-07-04,Delivered,COD
53617,650,2026-07-15,Delivered,Net Banking
50979,67,02/04/2024,Delivered,COD
52368,970,29-01-2026,Delivered,Debit Card
57187,471,30-06-2026,Delivered,UPI
56856,717,09-11-2024,Delivered,credit card
56880,66,2026-05-03,Delivered,Credit Card
53669,138,12/12/2024,Delivered,Credit Card
56815,579,2024-03-27,delivered,Debit Card
54994,336,2026-06-10,Delivered,UPI
54344,797,18/11/2025,Delivered,UPI
51141,810,13/03/2026,Delivered,Credit Card
57889,957,2025-03-04,Delivered,upi
50376,42,28/01/2026,Delivered,UPI
52417,511,06/01/2025,Delivered,Credit Card
52803,471,2024-01-25,Delivered,COD
56995,449,2026-08-10,Delivered,UPI
51329,8,09/07/2024,Delivered,UPI
52992,102,04/04/2025,Delivered,UPI
52357,957,2024-09-21,delivered,UPI
55018,91,25-07-2025,Cancelled,UPI
55344,823,17/08/2026,Delivered,UPI
54530,556,2026-02-10,Delivered,UPI
51436,169,06-09-2024,Delivered,UPI
57287,445,2025-08-07,Delivered,UPI
54721,176,25-01-2025,Returned,COD
51675,341,2025-12-25,Delivered,Net Banking
56952,476,2025-08-08,Delivered,Net Banking
57435,618,2025-09-08,Pending,COD
52439,910,03/01/2025,Delivered,Debit Card
53479,66,10/11/2025,Delivered,UPI
54682,848,2025-10-10,Delivered,UPI
54995,415,19-07-2026,Delivered,COD
56505,99,2025-01-19,DELIVERED,UPI
54595,821,2025-12-22,Delivered,UPI
52592,73,2026-05-10,Delivered,Debit Card
52506,433,2025-04-09,Delivered,COD
51020,410,03-04-2024,Pending,Net Banking
56949,812,2026-03-12,Delivered,COD
51295,29,08/09/2025,Delivered,UPI
53144,1057,2025-07-21,Delivered,
57296,291,02-02-2024,Delivered,UPI
57034,964,2025-07-12,Pending,UPI
55051,813,25-12-2025,Delivered,
50332,830,2025-01-25,Delivered,Credit Card
52301,70,10/07/2024,Delivered,UPI
56844,750,10-07-2025,returned,UPI
57866,49,2024-12-08,Pending,Credit Card
53897,307,19-12-2025,Delivered,UPI
52103,560,24-02-2026,Delivered,Debit Card
52234,361,13/10/2025,DELIVERED,
57190,71,2024-01-04,Delivered,UPI
52953,113,22/03/2024,Delivered,UPI
50966,298,2026-05-16,Delivered,UPI
51911,580,2026-05-17,Delivered,Net Banking
54517,16,07-03-2026,Returned,CREDIT CARD
56377,1034,2025-10-29,Delivered,UPI
55284,63,2025-11-18,Cancelled,credit card
55000,92,12-12-2024,Returned,COD
50325,40,08/02/2026,Delivered,UPI
57304,126,2025-02-08,Delivered,Upi
55079,102,2026-05-09,Delivered,UPI
51284,103,03/03/2024,Delivered,UPI
55319,9,2025-02-04,,UPI
50369,295,11-12-2024,Delivered,Credit Card
53147,195,11-03-2024,Delivered,COD
56814,463,30-04-2026,Delivered,UPI
57128,71,2026-03-12,Delivered,COD
50214,594,02-07-2026,Delivered,UPI
51462,460,20-03-2025,delivered,COD
57759,120,2026-01-11,Delivered,Debit Card
55972,149,06-08-2024,Delivered,COD
50435,65,2026-08-24,Cancelled,UPI
56702,701,04/11/2025,Delivered,Credit Card
54496,155,07-03-2025,Delivered,Debit Card
52800,436,2025-04-22,DELIVERED,COD
50712,878,2026-02-04,delivered,Debit Card
56400,34,28-04-2025,Delivered,Credit Card
55617,85,01-08-2025,Delivered,UPI
55386,181,12-07-2024,Delivered,UPI
57264,295,30-08-2024,Pending,Debit Card
57792,20,2025-12-01,Delivered,UPI
51504,480,2025-11-09,Delivered,UPI
50380,758,2025-05-21,Delivered,COD
57111,98,11/11/2024,Delivered,COD
53021,982,15/05/2025,Pending,UPI
50059,1036,2025-12-16,Delivered,
52266,656,13-09-2025,PENDING,Debit Card
55134,910,08-01-2026,delivered,UPI
57957,460,2025-10-28,Pending,Debit Card
57584,2,2025-12-26,CANCELLED,COD
56915,184,01/10/2025,Delivered,UPI
50832,1064,2024-06-16,Delivered,UPI
51106,341,2026-07-20,Delivered,COD
50215,129,2026-03-19,CANCELLED,Credit Card
53485,711,2025-09-29,DELIVERED,UPI
54324,86,06/01/2025,Delivered,UPI
52161,976,2024-12-21,Delivered,Credit Card
54227,304,2024-11-15,Returned,UPI
52162,71,2024-11-14,Delivered,COD
57370,381,2025-09-06,Delivered,UPI
50330,689,16-11-2024,Delivered,Credit Card
56652,360,11/01/2025,Returned,upi
52362,4,2024-05-19,Returned,UPI
53641,123,16-11-2024,Delivered,Debit Card
51182,240,29/09/2025,Delivered,upi
50689,811,07/12/2024,Delivered,Debit Card
54621,854,2025-05-10,Pending,Credit Card
55977,754,20-04-2024,Delivered,COD
53683,276,2026-04-12,Delivered,Debit Card
54032,1053,08-08-2024,Delivered,Credit Card
53381,881,24/01/2025,Delivered,UPI
56664,503,11-03-2024,Delivered,UPI
57221,168,20/01/2026,Delivered,Debit Card
54548,261,2026-01-21,Cancelled,Credit Card
53543,42,2026-04-18,Delivered,Credit Card
51437,212,2026-01-27,DELIVERED,UPI
57741,274,25-04-2024,Delivered,UPI
55686,165,17-09-2025,Cancelled,UPI
51065,1029,2025-11-15,Delivered,Credit Card
51500,220,2026-08-14,Pending,Debit Card
53514,398,12/10/2025,Delivered,Debit Card
57088,52,12/08/2025,Pending,Credit Card
50866,392,2025-08-19,Delivered,Upi
53066,480,2026-08-02,Delivered,Debit Card
55619,220,2026-08-20,Cancelled,Net Banking
54395,21,2024-02-24,Delivered,Debit Card
52773,305,2025-03-14,,COD
51577,101,03/11/2025,Delivered,Net Banking
50863,632,2024-05-02,Cancelled,UPI
56504,7,18-06-2024,delivered,Debit Card
57146,225,2024-09-28,Delivered,UPI
55905,264,12/08/2024,Returned,Credit Card
53408,305,2026-06-24,Cancelled,UPI
57908,118,2026-08-18,delivered,Credit Card
55047,357,08/01/2024,Delivered,upi
51416,62,05/01/2024,Delivered,Credit Card
56014,121,16/06/2024,Delivered,Debit Card
57325,267,12/02/2025,DELIVERED,Credit Card
57446,428,21-01-2025,Delivered,UPI
52132,809,2026-04-10,Delivered,Credit Card
52376,918,29/11/2025,Returned,UPI
55579,372,01/02/2025,Delivered,Cod
53943,48,22-12-2024,Pending,Debit Card
51486,748,21-04-2026,Delivered,Debit Card
55806,231,2025-11-20,Pending,COD
55912,874,2024-12-23,Delivered,Net Banking
57514,369,2025-11-11,Delivered,UPI
52938,299,15/08/2025,Delivered,UPI
50873,19,12/09/2024,Pending,UPI
53052,332,19-01-2025,Delivered,UPI
55834,451,23/10/2024,Delivered,Credit Card
53877,444,2025-01-16,Delivered,Debit Card
51215,232,18-03-2024,Delivered,UPI
51152,407,04/08/2024,Delivered,UPI
54623,846,23-07-2025,Delivered,COD
56403,142,2024-04-29,Delivered,UPI
55564,1065,2024-12-28,Delivered,Credit Card
56819,121,25-07-2025,Pending,UPI
51512,58,03-02-2026,Delivered,Credit Card
52344,675,04-01-2025,Delivered,UPI
53351,464,06-10-2025,Delivered,UPI
50474,967,2024-10-01,Delivered,Credit Card
56163,73,29/05/2024,Delivered,UPI
55157,1034,03-04-2025,pending,UPI
57714,2,23-08-2024,Delivered,Credit Card
53227,115,2026-08-17,returned,credit card
51453,529,16/12/2025,Delivered,UPI
50024,58,2024-01-06,Delivered,Debit Card
56372,332,2026-07-12,Delivered,UPI
52138,684,28-01-2026,DELIVERED,COD
50733,523,2024-10-23,Delivered,UPI
52682,565,20/02/2024,Delivered,Debit Card
53777,131,2025-07-31,Delivered,Debit Card
54837,212,2025-09-17,Delivered,Net Banking
52976,966,05/06/2024,Delivered,Debit Card
51858,826,2024-12-09,Delivered,debit card
51753,278,04/06/2026,Delivered,UPI
56205,369,2024-01-22,Delivered,Net Banking
53206,590,2024-07-01,CANCELLED,UPI
51101,162,2024-04-07,Delivered,
53927,283,29/05/2025,delivered,Credit Card
55288,51,2025-06-20,Delivered,Debit Card
57746,283,2024-10-20,Cancelled,Net Banking
51629,480,14-05-2026,Delivered,Credit Card
52454,696,2024-01-03,DELIVERED,UPI
57389,477,2025-08-19,Delivered,UPI
56362,434,2024-07-30,Delivered,UPI
54657,907,2024-02-18,Pending,Credit Card
57112,275,2026-06-06,DELIVERED,COD
51572,268,05-04-2024,delivered,Credit Card
51414,76,2026-03-15,Cancelled,COD
52441,950,2024-01-29,Delivered,
53954,88,2024-03-10,Delivered,UPI
57882,123,2025-09-03,delivered,UPI
52074,145,28-07-2026,Delivered,UPI
54988,1060,25/05/2026,Cancelled,Credit Card
50134,1002,27-07-2025,Delivered,upi
55950,780,10-04-2024,DELIVERED,Debit Card
56638,867,16/01/2025,Delivered,Debit Card
56756,142,2024-03-25,Delivered,UPI
50647,633,2025-02-17,Delivered,Credit Card
54664,881,2025-07-17,Delivered,Credit Card
51579,944,2024-06-30,Delivered,Credit Card
53180,189,09-01-2026,Delivered,UPI
55623,441,2026-02-25,Delivered,Debit Card
54196,724,2025-12-18,Delivered,UPI
52034,378,2026-05-01,Delivered,Credit Card
56642,994,18-02-2026,,Credit Card
53293,458,13/05/2024,Delivered,UPI
50872,1,2024-04-27,Delivered,Debit Card
51870,916,26/11/2025,Delivered,UPI
52141,845,2025-06-04,Pending,Credit Card
55081,210,2026-05-02,Delivered,COD
57431,99,29-05-2025,Delivered,Debit Card
53364,757,21-08-2024,DELIVERED,UPI
57781,231,12-11-2024,Delivered,Credit Card
56789,84,2024-03-07,Returned,Credit Card
54310,27,13-05-2025,Delivered,COD
52713,943,28/01/2025,Delivered,Debit Card
55621,243,09/06/2025,Delivered,Net Banking
54237,229,2025-11-11,Delivered,UPI
54543,825,15-03-2026,Delivered,Net Banking
57399,41,25/06/2025,Delivered,UPI
51522,322,02/03/2024,Delivered,COD
56599,558,2025-04-21,Delivered,UPI
56488,976,26-04-2025,Delivered,Credit Card
54777,424,2025-04-02,Delivered,UPI
50696,298,17-11-2024,Delivered,Debit Card
56054,13,2026-01-27,Pending,COD
50610,1044,2025-06-28,Pending,Credit Card
52421,550,01-09-2024,Delivered,UPI
56298,546,2026-02-12,Delivered,UPI
56804,74,2025-02-12,Pending,Debit Card
50283,506,2025-04-11,Delivered,UPI
55240,89,2026-03-20,Cancelled,UPI
57949,452,17-07-2025,Delivered,UPI
51082,101,28-05-2026,Delivered,Credit Card
53510,764,2026-03-15,Delivered,UPI
57678,252,2024-12-16,Delivered,UPI
52393,761,13/11/2025,Delivered,UPI
57348,410,05/11/2025,delivered,Credit Card
55382,6,17-10-2024,Delivered,Credit Card
57314,359,2024-04-24,Delivered,UPI
51862,800,2026-02-11,Delivered,Debit Card
53101,222,04-04-2026,Cancelled,UPI
55767,361,2026-04-26,Delivered,UPI
51435,884,2024-03-22,DELIVERED,COD
56925,642,2025-01-11,Delivered,UPI
55458,1010,2025-09-08,delivered,UPI
52878,48,23/01/2024,PENDING,UPI
55927,1005,13/07/2024,delivered,COD
54170,401,23/05/2026,Cancelled,
51452,809,2026-04-05,CANCELLED,UPI
51674,643,28/03/2025,Delivered,Credit Card
53140,920,29/01/2025,Cancelled,Debit Card
56699,144,28-08-2024,Delivered,COD
54490,379,20/02/2025,Cancelled,NET BANKING
56692,636,2026-04-25,delivered,Debit Card
53971,902,05-04-2024,PENDING,COD
53398,156,2025-10-04,Delivered,UPI
50675,371,2026-08-20,Delivered,Debit Card
56666,576,07/08/2025,Delivered,UPI
52591,70,25/07/2025,Delivered,Debit Card
50077,75,2026-01-15,Delivered,COD
57944,426,18/09/2025,Returned,UPI
51595,987,09/01/2025,Returned,Credit Card
52146,726,27/01/2026,Delivered,Debit Card
53233,657,2025-03-03,Delivered,UPI
55552,124,2024-03-11,Pending,upi
55312,798,05/09/2024,Delivered,COD
50018,914,2026-04-21,Pending,Credit Card
55684,987,2026-01-15,Delivered,COD
50386,57,2024-03-25,Delivered,Credit Card
55105,559,2025-01-07,Delivered,UPI
56457,7,06/11/2024,Delivered,Credit Card
