payment_id,order_id,payment_date,payment_method,payment_status
2248,52248,2026-05-22,UPI,PAID
3278,53278,02-01-2025,Debit Card,Paid
4287,54287,2025-09-23,Credit Card,Paid
5715,55715,2026-07-08,UPI,Paid
6543,56543,2024-06-04,Net Banking,Paid
7306,57306,2024-09-29,UPI,Pending
6310,56310,18-04-2024,,Paid
1068,51068,13/03/2026,UPI,Failed
1514,51514,02/07/2026,Credit Card,Paid
7023,57023,2024-10-24,Credit Card,Paid
2833,52833,2024-02-18,Debit Card,
2914,52914,2024-10-13,Net Banking,Paid
211,50211,2025-02-22,COD,Paid
6931,56931,2025-11-13,Credit Card,Paid
6524,56524,2025-10-17,Credit Card,Pending
2776,52776,09-08-2024,UPI,Paid
4139,54139,19-11-2025,Debit Card,Paid
6441,56441,2025-12-09,UPI,Paid
2577,52577,2026-02-15,Debit Card,Paid
4305,54305,2026-06-07,UPI,Paid
5306,55306,2024-02-14,upi,Pending
454,50454,2025-02-17,UPI,Paid
1433,51433,29-03-2026,Net Banking,Refunded
2667,52667,16-12-2025,UPI,Paid
3089,53089,10/04/2025,net banking,Paid
2826,52826,08-02-2024,Net Banking,Failed
6747,56747,03/06/2026,Credit Card,Paid
7282,57282,02/02/2024,Debit Card,Paid
4975,54975,2025-05-16,Net Banking,Paid
2035,52035,10-10-2025,COD,Paid
3772,53772,2025-04-19,UPI,Pending
6343,56343,29-10-2025,Credit Card,Paid
1700,51700,2024-03-26,Credit Card,Paid
279,50279,06/04/2026,Debit Card,Paid
2532,52532,2026-04-06,Credit Card,Pending
6296,56296,29/12/2024,COD,Paid
2264,52264,2024-04-06,Net Banking,failed
2332,52332,2024-12-30,Credit Card,Paid
6726,56726,03/07/2024,UPI,Paid
4074,54074,14/08/2024,Net Banking,Refunded
2144,52144,2026-03-06,COD,Paid
2285,52285,06/02/2024,UPI,Pending
6834,56834,17-04-2026,Credit Card,Paid
6316,56316,20/03/2024,Debit Card,pending
4718,54718,2024-11-15,UPI,Paid
1699,51699,18/08/2024,UPI,Paid
3227,53227,17/08/2026,Credit Card,Paid
4493,54493,2026-01-09,UPI,Paid
5014,55014,21/09/2025,COD,Paid
5778,55778,2024-07-16,COD,PAID
2042,52042,13-10-2025,Debit Card,Paid
1096,51096,2026-02-19,UPI,Pending
5427,55427,2024-08-05,Credit Card,Paid
4941,54941,2024-02-24,Net Banking,Paid
4609,54609,2026-05-05,Credit Card,Paid
609,50609,31/10/2025,Credit Card,Refunded
5466,55466,2025-04-27,UPI,Paid
399,50399,2026-06-21,UPI,Paid
7096,57096,27-04-2024,COD,Paid
7326,57326,2024-07-12,credit card,Paid
4686,54686,29/03/2024,Debit Card,Paid
3037,53037,06-02-2024,UPI,Paid
4749,54749,2024-06-24,UPI,Paid
3917,53917,01-01-2025,Credit Card,Paid
495,50495,19-12-2025,Credit Card,Paid
353,50353,2026-02-17,Debit Card,Paid
7036,57036,2025-12-02,UPI,Paid
568,50568,22/01/2024,UPI,Paid
1064,51064,26/08/2025,Credit Card,Paid
3105,53105,2024-10-02,Upi,Paid
1944,51944,,UPI,Pending
4722,54722,2025-02-09,COD,Paid
1668,51668,2024-11-08,Credit Card,Paid
6537,56537,02/11/2025,Net Banking,Paid
3370,53370,2025-08-16,COD,Paid
5471,55471,12-01-2026,Debit Card,Paid
5716,55716,25/01/2024,UPI,Paid
7014,57014,14-05-2024,Credit Card,Paid
1769,51769,2026-03-31,Net Banking,
330,50330,17/11/2024,Credit Card,Paid
703,50703,25/06/2025,UPI,Paid
4635,54635,2025-09-28,Credit Card,Paid
6386,56386,2025-01-09,Debit Card,pending
1175,51175,08-02-2026,COD,Paid
2748,52748,28/02/2024,Net Banking,Paid
1689,51689,2025-04-14,Credit Card,Paid
3202,53202,05/04/2026,UPI,Refunded
5958,55958,29-12-2024,Credit Card,Failed
1937,51937,12/09/2025,UPI,Paid
7865,57865,,,Paid
94,50094,2024-12-02,COD,Paid
5566,55566,27/03/2026,DEBIT CARD,Paid
3546,53546,16/03/2026,Cod,Paid
7817,57817,15/02/2024,UPI,Pending
5094,55094,17-06-2025,UPI,Paid
6230,56230,22/06/2026,Credit Card,Paid
3495,53495,08-04-2026,UPI,Paid
4359,54359,2025-12-12,COD,Paid
7191,57191,30-08-2025,Debit Card,Paid
2807,52807,2024-06-29,UPI,Paid
2725,52725,2024-07-13,UPI,Paid
6632,56632,31-10-2025,UPI,Paid
7535,57535,2026-02-03,UPI,Refunded
1752,51752,10/11/2024,UPI,Paid
836,50836,2024-02-02,Credit Card,Paid
4225,54225,2024-01-12,COD,Paid
2548,52548,2025-10-10,UPI,Paid
722,50722,2024-07-07,UPI,Refunded
1254,51254,2025-02-25,Credit Card,Paid
908,50908,23/07/2026,UPI,Pending
6781,56781,2025-09-04,Credit Card,Paid
1410,51410,25/11/2024,Debit Card,Paid
5580,55580,22/12/2025,Debit Card,
874,50874,03/08/2024,UPI,Pending
3269,53269,03/01/2025,COD,Paid
6702,56702,2025-11-04,,paid
5181,55181,2025-09-24,credit card,Paid
6376,56376,24/01/2025,COD,Paid
1774,51774,22-07-2026,NET BANKING,Failed
2944,52944,22/02/2024,Credit Card,Paid
3086,53086,2025-10-25,credit card,Paid
4944,54944,16/09/2024,Credit Card,Paid
2254,52254,2026-03-30,UPI,Paid
268,50268,2024-12-13,UPI,Paid
4778,54778,22-12-2024,Debit Card,Paid
3377,53377,22/07/2024,Credit Card,Paid
4020,54020,04-12-2024,Debit Card,Refunded
754,50754,18/09/2025,Debit Card,Paid
4291,54291,14/01/2026,UPI,Paid
7234,57234,05-06-2025,Debit Card,Pending
1038,51038,19-08-2025,upi,Paid
7754,57754,2025-08-23,UPI,PAID
3114,53114,27/04/2025,Net Banking,PAID
5396,55396,29/02/2024,Credit Card,Paid
6604,56604,24-10-2024,Debit Card,Paid
3618,53618,12-02-2025,UPI,Paid
3232,53232,2024-04-24,UPI,Paid
5923,55923,2025-11-09,UPI,Refunded
5351,55351,2024-03-16,Credit Card,Paid
2993,52993,19/03/2024,UPI,Pending
6749,56749,2026-08-30,Credit Card,Paid
6995,56995,2026-08-11,UPI,Paid
4624,54624,16/03/2025,UPI,Paid
501,50501,2026-05-26,Net Banking,Paid
4263,54263,2025-11-24,credit card,Paid
421,50421,13-08-2024,COD,Paid
452,50452,11/06/2024,Credit Card,Paid
5310,55310,19/01/2024,Debit Card,Paid
4850,54850,20/03/2024,UPI,Pending
2625,52625,24-09-2025,Debit Card,Paid
7247,57247,2024-08-04,UPI,Pending
5084,55084,16/10/2025,Debit Card,Refunded
4942,54942,2025-03-17,UPI,PAID
7421,57421,24/12/2025,UPI,Paid
6054,56054,29/01/2026,COD,Pending
838,50838,16-03-2025,UPI,Paid
552,50552,04-05-2024,UPI,PAID
6900,56900,21-03-2026,Net Banking,Paid
5278,55278,14/12/2024,UPI,Paid
7175,57175,2024-01-26,UPI,Paid
5056,55056,2025-10-29,COD,Paid
1631,51631,2026-03-08,Upi,Paid
1623,51623,21/01/2026,Net Banking,Paid
4607,54607,08-07-2024,UPI,Paid
7457,57457,02/02/2026,Credit Card,Paid
5809,55809,2024-10-12,UPI,Paid
3359,53359,03-06-2026,Debit Card,Paid
1408,51408,18-05-2024,UPI,Pending
5143,55143,05/03/2024,UPI,
3368,53368,07-03-2026,Credit Card,Paid
2389,52389,2025-03-25,UPI,Paid
1241,51241,27-05-2024,Credit Card,FAILED
3624,53624,25-10-2025,COD,Paid
2508,52508,2024-11-03,UPI,Paid
7834,57834,2026-04-11,Credit Card,Paid
4193,54193,2025-01-09,Credit Card,Paid
7472,57472,2026-03-06,UPI,Paid
2539,52539,18-05-2025,UPI,Paid
346,50346,17-01-2024,UPI,Paid
6249,56249,2026-04-06,Net Banking,Paid
4989,54989,01/04/2024,COD,Paid
4428,54428,28/02/2026,Net Banking,pending
4745,54745,,UPI,Paid
6257,56257,2025-04-14,DEBIT CARD,Failed
14,50014,2024-06-13,UPI,Paid
7068,57068,20/08/2025,COD,paid
1899,51899,19-07-2025,Debit Card,Paid
2094,52094,27/06/2025,UPI,Paid
3875,53875,2026-06-09,Credit Card,Pending
3347,53347,2024-08-04,UPI,Paid
6755,56755,06/07/2024,Debit Card,Paid
3635,53635,2025-11-07,COD,paid
1568,51568,2025-07-26,COD,Failed
4355,54355,10/05/2025,upi,Paid
1213,51213,21-05-2024,Debit Card,Paid
6922,56922,2025-10-26,Debit Card,Paid
3173,53173,2025-10-05,COD,Paid
3177,53177,2025-04-21,Net Banking,Paid
1928,51928,20/07/2025,Net Banking,Paid
1869,51869,2026-03-13,UPI,
219,50219,2025-03-30,UPI,Paid
3389,53389,2025-12-08,Credit Card,Paid
4113,54113,2024-04-03,COD,Refunded
6857,56857,03/08/2024,UPI,Paid
3254,53254,2025-02-18,UPI,Paid
6635,56635,2025-03-13,Debit Card,Paid
7701,57701,2025-03-16,Credit Card,Paid
1344,51344,01/02/2025,Credit Card,Paid
2418,52418,2025-11-21,UPI,PAID
7276,57276,19/04/2024,Credit Card,Paid
2351,52351,20/03/2026,UPI,Paid
2118,52118,2024-08-14,COD,Refunded
4153,54153,09-06-2026,,Paid
4306,54306,2024-06-06,UPI,Paid
3826,53826,17/12/2025,Debit Card,
5540,55540,23/10/2025,UPI,Paid
6095,56095,2024-09-16,Upi,Paid
4876,54876,2026-01-25,Debit Card,Paid
3721,53721,20/04/2024,Upi,Paid
2212,52212,13/06/2024,Net Banking,paid
3017,53017,2024-08-20,upi,Paid
7236,57236,06/06/2024,Debit Card,Refunded
7342,57342,18-06-2026,UPI,Pending
3117,53117,2025-12-22,Debit Card,Paid
4300,54300,29-08-2024,Debit Card,Paid
1910,51910,2025-04-12,DEBIT CARD,Paid
2835,52835,2025-09-18,UPI,Refunded
7508,57508,12-03-2026,COD,Paid
6567,56567,19-09-2024,UPI,Paid
4461,54461,2026-02-25,Credit Card,Paid
5405,55405,12/07/2025,Credit Card,Pending
2270,52270,06-01-2024,Net Banking,Paid
2773,52773,2025-03-15,,Paid
2082,52082,2025-04-04,UPI,Paid
1465,51465,10/11/2025,UPI,Paid
1821,51821,2024-10-27,Credit Card,Paid
1933,51933,08-01-2024,Net Banking,Paid
6853,56853,2024-06-01,Credit Card,Paid
5737,55737,07-09-2024,UPI,Paid
2806,52806,09-07-2024,UPI,
2788,52788,2024-04-20,Credit Card,Paid
1883,51883,24-09-2025,Credit Card,Pending
4580,54580,2024-02-04,UPI,REFUNDED
6080,56080,2025-08-27,,Paid
2808,52808,01/02/2025,Credit Card,Failed
6599,56599,22-04-2025,upi,Paid
2556,52556,2026-02-20,UPI,Paid
3978,53978,18-05-2024,Net Banking,Paid
4066,54066,17/11/2025,UPI,Paid
1346,51346,10/01/2026,Debit Card,Paid
2766,52766,2024-10-24,COD,Paid
2618,52618,2024-08-18,UPI,Refunded
200,50200,18-10-2025,Debit Card,Paid
4719,54719,16/09/2024,UPI,Paid
2633,52633,22-03-2024,UPI,Pending
4531,54531,07-02-2024,UPI,Paid
634,50634,2024-11-08,Cod,PAID
6897,56897,03/12/2024,Net Banking,Paid
3616,53616,2026-02-01,Debit Card,Paid
1490,51490,2024-11-26,debit card,Failed
6699,56699,2024-08-29,COD,Paid
4237,54237,12-11-2025,UPI,Paid
2316,52316,01-06-2026,,paid
7990,57990,2025-02-14,COD,Paid
5706,55706,2024-07-02,Credit Card,paid
3362,53362,2024-07-09,credit card,PAID
6992,56992,27/04/2026,UPI,
3067,53067,01-02-2025,UPI,Paid
2602,52602,08-01-2026,Credit Card,refunded
5429,55429,31/08/2025,UPI,Failed
766,50766,15/02/2024,COD,Paid
7407,57407,28/06/2024,UPI,Paid
2448,52448,2024-04-28,,Paid
7498,57498,20-05-2026,UPI,Paid
1016,51016,2025-12-01,COD,Refunded
1153,51153,18-01-2026,UPI,Refunded
5828,55828,2025-09-15,UPI,Paid
4972,54972,19/05/2024,Net Banking,Paid
7206,57206,2026-07-02,UPI,paid
4725,54725,01-03-2025,Debit Card,Paid
911,50911,2026-07-27,UPI,Paid
4697,54697,2025-03-13,credit card,Paid
7822,57822,23-04-2025,UPI,Paid
4685,54685,2025-11-09,UPI,Paid
3305,53305,08-12-2025,UPI,refunded
7656,57656,14-04-2024,credit card,Paid
5465,55465,01-03-2025,COD,
2461,52461,27/05/2025,Credit Card,Refunded
4889,54889,31/12/2024,cod,Paid
4990,54990,2026-06-19,UPI,Paid
1435,51435,2024-03-24,COD,Paid
7516,57516,26/08/2026,Credit Card,Paid
4759,54759,2024-09-03,UPI,Failed
2150,52150,2025-10-08,UPI,Paid
4408,54408,2024-07-23,Upi,Paid
5536,55536,29-06-2024,UPI,Paid
1470,51470,31/01/2025,Net Banking,
537,50537,2026-04-29,UPI,Paid
5137,55137,14/01/2026,COD,Refunded
6784,56784,2026-02-11,Net Banking,Pending
7019,57019,16/07/2025,upi,Pending
1099,51099,17-05-2025,CREDIT CARD,Paid
1887,51887,19/10/2024,cod,Paid
4382,54382,19-07-2024,UPI,Paid
5234,55234,10/11/2024,UPI,Paid
6298,56298,12-02-2026,UPI,Paid
3836,53836,12/07/2024,Net Banking,refunded
5263,55263,24/05/2026,UPI,Paid
4901,54901,07/01/2024,Debit Card,Paid
5866,55866,13/07/2026,Debit Card,Refunded
2566,52566,2024-04-13,Debit Card,Paid
3958,53958,07/08/2025,UPI,Refunded
770,50770,31-10-2025,Debit Card,Refunded
4775,54775,05-08-2024,DEBIT CARD,Paid
1049,51049,29-01-2026,UPI,Paid
1426,51426,05/04/2026,UPI,Paid
7537,57537,28/04/2024,NET BANKING,Pending
6896,56896,2024-09-02,Net Banking,paid
6514,56514,29-04-2026,UPI,Paid
1796,51796,24-11-2025,UPI,Refunded
2354,52354,2024-01-23,UPI,Paid
4698,54698,20-08-2026,Debit Card,Paid
5114,55114,2025-01-14,Net Banking,paid
1677,51677,2026-08-16,Debit Card,Paid
1625,51625,21/02/2025,UPI,Paid
626,50626,2025-06-07,UPI,Paid
3168,53168,2024-03-19,Net Banking,Refunded
6545,56545,2025-09-16,Debit Card,Paid
5824,55824,2024-08-31,Credit Card,Paid
5055,55055,2024-10-25,Net Banking,Paid
1587,51587,16-04-2024,Net Banking,Paid
1258,51258,16-02-2025,COD,Paid
5753,55753,,Credit Card,Paid
160,50160,09/07/2026,UPI,Paid
2400,52400,16-03-2024,Debit Card,Paid
7999,57999,2024-01-03,COD,Pending
9,50009,24-08-2026,COD,Failed
3066,53066,02-08-2026,Debit Card,Paid
7288,57288,2025-01-23,Net Banking,Paid
3603,53603,30/05/2024,Net Banking,Paid
390,50390,2024-06-26,Net Banking,Paid
5902,55902,2024-07-05,Credit Card,Paid
5882,55882,2025-03-05,Debit Card,Pending
6443,56443,2026-06-30,UPI,Paid
1599,51599,2025-11-05,UPI,Paid
6658,56658,2024-06-26,Credit Card,Paid
2572,52572,11/08/2025,UPI,paid
7653,57653,26-07-2026,Debit Card,Pending
3180,53180,11-01-2026,UPI,Paid
238,50238,2025-12-12,COD,Paid
4983,54983,29/11/2024,Credit Card,Paid
6294,56294,01/02/2026,UPI,Paid
3230,53230,22-03-2026,Credit Card,Paid
1345,51345,18-03-2025,Credit Card,
5162,55162,07/01/2026,Credit Card,PAID
21,50021,23-04-2026,UPI,Paid
5333,55333,27-04-2025,UPI,Paid
7052,57052,31-07-2024,Credit Card,Pending
6783,56783,2025-11-11,upi,Refunded
1990,51990,2025-04-13,,Paid
7564,57564,2025-05-08,COD,Paid
2217,52217,10/08/2024,Credit Card,Paid
6626,56626,2024-01-08,Net Banking,PAID
5527,55527,17/07/2025,COD,Paid
2651,52651,10-01-2026,COD,
928,50928,2026-05-28,UPI,Paid
1222,51222,07-07-2026,Credit Card,Paid
4476,54476,04/09/2024,UPI,
6056,56056,2026-07-20,Net Banking,Paid
2647,52647,2024-05-13,UPI,Paid
5712,55712,,UPI,Paid
2947,52947,2025-02-01,UPI,Refunded
3627,53627,09/12/2024,UPI,Paid
4339,54339,22-06-2025,Credit Card,PAID
2902,52902,04/10/2024,Debit Card,Refunded
3189,53189,10/08/2025,UPI,Paid
73,50073,2025-04-12,Credit Card,Pending
2918,52918,2025-01-01,Credit Card,Failed
3157,53157,2024-10-03,Debit Card,Paid
4404,54404,30/08/2026,Credit Card,Paid
3243,53243,11/04/2024,Credit Card,Pending
6154,56154,12-04-2026,UPI,Paid
3276,53276,20-03-2024,UPI,Paid
623,50623,2026-06-25,Net Banking,Refunded
3340,53340,2024-10-09,UPI,Paid
1312,51312,2025-10-13,Debit Card,Paid
1185,51185,2024-03-30,UPI,Paid
4483,54483,2024-10-06,UPI,paid
1277,51277,2024-12-25,Credit Card,Paid
430,50430,2024-08-17,UPI,Paid
1196,51196,2024-03-08,UPI,Refunded
3445,53445,22/06/2026,Debit Card,PAID
5473,55473,24/10/2025,UPI,Paid
6336,56336,2024-06-23,Credit Card,Paid
1671,51671,21-08-2026,UPI,Paid
5538,55538,2026-03-26,Credit Card,Paid
6297,56297,11-04-2024,COD,Paid
7974,57974,21-02-2026,Credit Card,Refunded
7630,57630,07-06-2025,cod,Pending
7033,57033,13/10/2024,UPI,Refunded
7066,57066,2026-01-10,UPI,Paid
365,50365,2024-07-09,UPI,Refunded
7862,57862,15/04/2024,Net Banking,Paid
5840,55840,2025-08-26,COD,Refunded
5104,55104,07-10-2024,Credit Card,FAILED
1285,51285,2024-01-25,UPI,Paid
545,50545,2026-04-23,Credit Card,Refunded
4796,54796,10-09-2025,,Paid
466,50466,13/08/2025,COD,Paid
2781,52781,06/12/2024,UPI,PAID
6340,56340,2024-08-28,UPI,Paid
7232,57232,10-08-2026,UPI,Failed
2908,52908,2025-01-19,Credit Card,Paid
5813,55813,,COD,Paid
6082,56082,2026-05-16,Credit Card,Paid
5342,55342,2025-03-15,COD,Pending
5506,55506,04/05/2024,UPI,Paid
4480,54480,2025-01-31,UPI,Failed
4912,54912,2024-06-01,UPI,Paid
4811,54811,24/08/2026,Credit Card,Paid
6059,56059,2024-06-19,Debit Card,Paid
7069,57069,24/02/2026,UPI,Paid
2175,52175,25/09/2024,credit card,Paid
1637,51637,2025-10-21,Credit Card,Paid
994,50994,2024-10-18,Debit Card,Paid
774,50774,2024-08-10,UPI,Refunded
5629,55629,24-06-2026,UPI,Paid
2610,52610,05/08/2026,Credit Card,Paid
5475,55475,29-08-2025,CREDIT CARD,Paid
660,50660,2026-07-11,Upi,Paid
4911,54911,2025-04-09,COD,Paid
5994,55994,02-11-2024,Credit Card,Paid
3886,53886,18/03/2025,UPI,PAID
5095,55095,09-02-2026,UPI,Paid
6772,56772,2024-07-21,Net Banking,Pending
4024,54024,2026-03-08,Credit Card,
2102,52102,2026-02-17,Debit Card,Refunded
4240,54240,12-04-2026,Credit Card,Paid
3510,53510,16/03/2026,UPI,Paid
6206,56206,2026-01-21,COD,Paid
5829,55829,2025-08-09,UPI,Paid
1325,51325,25-11-2024,COD,Pending
5635,55635,29/05/2026,UPI,Refunded
7542,57542,2024-09-21,UPI,Paid
2991,52991,2026-04-25,credit card,paid
3778,53778,22/06/2025,UPI,Paid
1388,51388,08-05-2026,Debit Card,Paid
2062,52062,20/05/2025,UPI,Failed
472,50472,10/05/2025,Debit Card,Refunded
1487,51487,2025-04-08,Debit Card,Failed
1503,51503,17-02-2026,Debit Card,Paid
7301,57301,22/06/2025,UPI,Paid
4173,54173,2024-03-09,UPI,Paid
4462,54462,2025-02-21,COD,Paid
2567,52567,04-12-2025,Debit Card,Refunded
2350,52350,04-01-2026,Debit Card,Refunded
1991,51991,2024-12-15,UPI,Refunded
6692,56692,2026-04-27,Debit Card,Paid
391,50391,2025-03-31,Debit Card,Paid
1661,51661,13/10/2025,net banking,Paid
6432,56432,21-04-2024,UPI,Paid
4471,54471,10/04/2026,UPI,Paid
668,50668,08/04/2024,CREDIT CARD,Paid
811,50811,11-09-2024,UPI,Paid
2721,52721,2024-05-03,UPI,Paid
4705,54705,05-01-2024,,Refunded
2076,52076,2026-03-17,UPI,Paid
3371,53371,2026-03-11,Credit Card,Paid
5337,55337,03-12-2024,Debit Card,Paid
2717,52717,2024-04-30,Credit Card,Paid
1782,51782,02/05/2026,Credit Card,Paid
7539,57539,2024-03-04,UPI,Paid
7362,57362,21/06/2024,Credit Card,Paid
4278,54278,2026-06-23,Debit Card,Paid
7503,57503,2026-08-27,COD,Paid
682,50682,30/08/2026,Credit Card,Paid
3820,53820,10/11/2025,UPI,
7983,57983,18/04/2024,Credit Card,Paid
6027,56027,25/04/2025,Debit Card,Failed
1687,51687,12-01-2024,Debit Card,Paid
3452,53452,2026-06-30,Credit Card,Paid
7633,57633,2024-05-18,UPI,Paid
3766,53766,07/08/2025,UPI,paid
6175,56175,2026-05-13,UPI,paid
5212,55212,2024-02-14,Net Banking,Paid
6771,56771,11/05/2026,Debit Card,
3469,53469,2024-08-08,UPI,Paid
5895,55895,09/09/2025,UPI,Paid
2068,52068,28/11/2024,COD,paid
1586,51586,01/04/2025,COD,Paid
891,50891,2026-07-30,Credit Card,Failed
5885,55885,2026-03-02,UPI,Paid
771,50771,25-02-2024,Net Banking,Refunded
2378,52378,2025-03-24,Net Banking,Paid
3583,53583,24/05/2026,net banking,Refunded
2870,52870,22/10/2024,COD,Paid
5784,55784,2025-10-03,UPI,Paid
3468,53468,22-11-2024,UPI,Paid
3020,53020,2025-09-05,Net Banking,Paid
195,50195,2026-01-17,COD,Failed
5781,55781,2025-12-16,Credit Card,Paid
1926,51926,02-05-2026,UPI,Failed
2513,52513,2026-02-02,Credit Card,Paid
7984,57984,29/03/2025,UPI,Paid
3589,53589,2025-10-27,UPI,Refunded
4348,54348,08/01/2026,Net Banking,Paid
4663,54663,2025-04-25,UPI,Paid
1419,51419,2025-05-24,UPI,Paid
1106,51106,2026-07-20,COD,Paid
1867,51867,19-10-2025,UPI,Paid
5988,55988,12-07-2024,UPI,Paid
3411,53411,11-06-2026,Debit Card,Paid
4842,54842,2024-08-22,COD,Paid
5453,55453,26/10/2025,COD,Paid
4655,54655,30/07/2026,UPI,Paid
629,50629,2024-09-25,Debit Card,Pending
2956,52956,09-11-2024,Debit Card,Paid
4894,54894,05-03-2025,Credit Card,PAID
6356,56356,29/09/2024,Credit Card,Paid
5530,55530,26/04/2026,UPI,Paid
7233,57233,12-11-2025,UPI,Failed
1032,51032,07-03-2024,COD,Paid
7968,57968,2026-06-07,Debit Card,Paid
1832,51832,2024-09-09,UPI,Paid
4019,54019,2025-07-25,upi,Paid
7919,57919,2024-04-19,Debit Card,Paid
347,50347,17/02/2024,Debit Card,Paid
2341,52341,26-03-2024,Credit Card,Paid
3068,53068,13-01-2026,UPI,Refunded
6361,56361,28/02/2025,Debit Card,pending
1013,51013,24/02/2025,UPI,Paid
6817,56817,29-07-2024,Debit Card,Failed
1560,51560,08-01-2024,Debit Card,Paid
2330,52330,2026-03-26,Credit Card,Paid
3231,53231,2024-11-30,UPI,Paid
1833,51833,,UPI,Paid
7149,57149,21/03/2025,Credit Card,Paid
6480,56480,24-07-2025,UPI,Paid
3423,53423,08/01/2025,COD,Paid
496,50496,26/01/2026,COD,Paid
5500,55500,2024-01-25,UPI,failed
1109,51109,07/04/2026,Debit Card,Refunded
1380,51380,27-12-2024,UPI,PAID
5195,55195,2025-01-03,UPI,Paid
3011,53011,29-07-2024,COD,Paid
2489,52489,19/01/2026,Credit Card,Paid
6963,56963,27-09-2025,UPI,Paid
716,50716,2025-10-31,UPI,Paid
6092,56092,13-07-2026,COD,paid
1914,51914,2025-05-30,Credit Card,Paid
7315,57315,06/12/2025,upi,Paid
5663,55663,08/05/2026,UPI,Paid
6381,56381,2024-08-31,Debit Card,Paid
7748,57748,09-01-2025,Debit Card,Failed
3973,53973,31-01-2026,UPI,Paid
7867,57867,03-05-2024,UPI,Paid
7756,57756,2025-09-04,UPI,Paid
3381,53381,2025-01-26,UPI,Paid
7480,57480,2025-05-13,UPI,Paid
413,50413,2025-05-06,debit card,Paid
242,50242,21/06/2024,Credit Card,Paid
687,50687,2026-08-27,UPI,Paid
7348,57348,2025-11-06,Credit Card,
3578,53578,,UPI,Pending
7520,57520,2025-09-18,Net Banking,Paid
563,50563,,Debit Card,Paid
7013,57013,08/02/2024,Net Banking,Paid
792,50792,,upi,Paid
6172,56172,2025-03-24,Debit Card,Paid
1110,51110,2026-06-23,UPI,Paid
5971,55971,2024-11-03,UPI,Paid
1042,51042,25-02-2024,Cod,paid
6024,56024,2025-02-09,Net Banking,Paid
5267,55267,06-05-2024,UPI,Paid
153,50153,23/12/2025,Credit Card,Paid
2030,52030,2025-07-08,Credit Card,Paid
5623,55623,25/02/2026,Debit Card,Paid
3514,53514,2025-10-13,Debit Card,Failed
3116,53116,29/06/2026,Debit Card,Refunded
6657,56657,2024-09-23,COD,Refunded
2218,52218,26-11-2025,COD,Paid
3901,53901,2025-06-01,UPI,Paid
3844,53844,2026-04-03,Net Banking,Paid
109,50109,28/01/2024,UPI,Paid
1150,51150,14-03-2026,,Paid
1428,51428,16/12/2025,UPI,Paid
3226,53226,30/12/2024,Net Banking,Paid
3356,53356,21/11/2025,CREDIT CARD,Paid
7063,57063,15/06/2024,UPI,Paid
6422,56422,21-05-2025,Debit Card,Paid
3750,53750,2026-06-17,UPI,Paid
6307,56307,2024-09-29,Credit Card,Paid
394,50394,2025-03-06,UPI,Paid
176,50176,14-08-2025,Upi,Paid
6940,56940,26/07/2024,credit card,Paid
4524,54524,2025-10-10,credit card,Paid
460,50460,08/01/2025,Upi,Paid
7783,57783,28/04/2025,UPI,Paid
2337,52337,22-04-2025,UPI,Paid
2190,52190,27-02-2025,Debit Card,Paid
6961,56961,2024-09-01,Credit Card,Paid
6800,56800,21/08/2026,Credit Card,Paid
4512,54512,22-04-2024,Credit Card,Paid
6883,56883,18-01-2024,Debit Card,Paid
5335,55335,18/02/2026,Credit Card,Pending
1881,51881,2024-12-16,UPI,Paid
802,50802,30-06-2025,,Paid
6283,56283,25/04/2026,Net Banking,Refunded
5640,55640,2025-08-16,UPI,Paid
5197,55197,,Credit Card,Paid
6371,56371,22-11-2025,credit card,PAID
3061,53061,23/03/2026,UPI,Paid
2660,52660,2026-07-21,UPI,Paid
7186,57186,24/01/2025,Upi,Paid
5979,55979,29/01/2026,Debit Card,Pending
3063,53063,2026-03-18,UPI,Paid
6242,56242,2025-09-03,Credit Card,Paid
4191,54191,22-05-2025,UPI,paid
2368,52368,2026-01-31,Debit Card,paid
3819,53819,2026-05-03,UPI,Pending
1957,51957,25/04/2024,COD,PAID
2437,52437,2024-11-03,COD,PAID
2113,52113,23-11-2025,Credit Card,Paid
7440,57440,28-04-2026,Net Banking,Paid
183,50183,2026-03-05,UPI,Paid
3923,53923,29/03/2025,Net Banking,Failed
7687,57687,02-03-2024,UPI,Paid
1229,51229,2025-05-23,Credit Card,Paid
896,50896,19/05/2026,UPI,Paid
1917,51917,18/08/2025,Debit Card,Refunded
7366,57366,2024-12-12,debit card,Pending
3385,53385,2024-04-19,upi,Paid
4230,54230,2024-06-12,Credit Card,Paid
7994,57994,2024-05-06,UPI,Failed
6085,56085,2024-08-13,Credit Card,Paid
3698,53698,2024-10-20,Credit Card,Paid
3339,53339,27/10/2025,,Paid
6417,56417,23-03-2025,Debit Card,Paid
7989,57989,2026-04-27,UPI,Paid
2714,52714,14/05/2025,UPI,Paid
3598,53598,2024-07-22,UPI,Paid
3093,53093,2025-07-14,UPI,Refunded
4048,54048,27/08/2025,Debit Card,Paid
4088,54088,2026-06-10,UPI,Paid
900,50900,21/02/2026,Debit Card,Paid
523,50523,2025-08-05,UPI,Paid
3118,53118,10/07/2026,UPI,Paid
652,50652,2025-07-31,Credit Card,Paid
6226,56226,21/10/2025,UPI,Paid
215,50215,20/03/2026,Credit Card,Refunded
7157,57157,2025-04-18,,Refunded
